Src,Eqid,Version,Datetime,Lat,Lon,Magnitude,Depth,NST,Region
nm,102611b,A,"Tuesday, October 25, 2011 15:18:40 UTC",35.3653,-92.2745,2.0,5.70, 7,"Arkansas"
uu,10251517,2,"Tuesday, October 25, 2011 15:17:25 UTC",39.4225,-111.2335,1.6,3.40, 7,"Utah"
ak,10342600,2,"Tuesday, October 25, 2011 15:02:11 UTC",51.6029,-176.8916,2.9,43.30,15,"Andreanof Islands, Aleutian Islands, Alaska"
us,b0006cuc,4,"Tuesday, October 25, 2011 14:55:08 UTC",38.7500,43.5686,5.7,19.30,374,"eastern Turkey"
hv,60278341,1,"Tuesday, October 25, 2011 14:18:59 UTC",19.2140,-156.3923,2.4,13.30, 9,"Hawaii region, Hawaii"
ak,10342595,2,"Tuesday, October 25, 2011 14:11:29 UTC",57.7037,-154.5778,2.2,46.70,12,"Kodiak Island region, Alaska"
nc,71670151,0,"Tuesday, October 25, 2011 12:21:42 UTC",38.7825,-122.7562,1.4,2.40,23,"Northern California"
ci,11025245,2,"Tuesday, October 25, 2011 11:55:01 UTC",35.2095,-116.9147,1.1,6.20, 9,"Southern California"
pr,11298002,0,"Tuesday, October 25, 2011 11:53:40 UTC",18.6720,-66.0250,3.3,62.40,11,"Puerto Rico region"
ak,10342584,2,"Tuesday, October 25, 2011 11:38:56 UTC",52.7088,-169.4142,3.1,8.70, 9,"Fox Islands, Aleutian Islands, Alaska"
nc,71670136,1,"Tuesday, October 25, 2011 11:05:31 UTC",38.8155,-122.8275,1.1,3.00,28,"Northern California"
us,b0006cry,6,"Tuesday, October 25, 2011 11:03:57 UTC",38.5461,43.2126,4.2,28.40,12,"eastern Turkey"
us,b0006cs0,4,"Tuesday, October 25, 2011 11:01:10 UTC",-29.2261,61.2379,4.9,9.80,16,"Southwest Indian Ridge"
ci,11025229,2,"Tuesday, October 25, 2011 10:52:23 UTC",32.6605,-115.9565,1.0,5.80,16,"Southern California"
ak,10343522,2,"Tuesday, October 25, 2011 10:42:03 UTC",66.2383,-142.4487,2.3,24.00,12,"northern Alaska"
uu,10251032,2,"Tuesday, October 25, 2011 10:32:11 UTC",39.4365,-111.2347,1.4,3.90, 6,"Utah"
uw,10251026,1,"Tuesday, October 25, 2011 10:26:21 UTC",46.8673,-121.7476,2.2,1.60,29,"Mount Rainier area, Washington"
us,b0006crq,3,"Tuesday, October 25, 2011 10:23:20 UTC",0.9980,125.5129,4.6,81.50,17,"Molucca Sea"
ak,10342573,2,"Tuesday, October 25, 2011 10:13:22 UTC",61.7665,-150.4590,1.5,44.70,15,"Southern Alaska"
ak,10342568,2,"Tuesday, October 25, 2011 10:08:13 UTC",62.9461,-149.9153,2.4,84.30,39,"Central Alaska"
nn,00352604,8,"Tuesday, October 25, 2011 09:55:21 UTC",37.2090,-118.2468,1.2,6.90, 6,"Central California"
nc,71670116,3,"Tuesday, October 25, 2011 09:47:24 UTC",37.1968,-119.4842,2.1,45.90,11,"Central California"
uw,10250931,1,"Tuesday, October 25, 2011 09:31:04 UTC",42.2176,-124.4434,2.4,19.50, 8,"offshore Oregon"
ci,11025213,0,"Tuesday, October 25, 2011 09:29:54 UTC",36.1422,-117.8245,1.4,6.40,19,"Central California"
hv,60278306,1,"Tuesday, October 25, 2011 09:19:57 UTC",19.3378,-155.4383,2.0,9.60,40,"Island of Hawaii, Hawaii"
us,b0006cqy,4,"Tuesday, October 25, 2011 08:50:30 UTC",-0.3570,132.9045,4.5,41.10,21,"near the north coast of Papua, Indonesia"
nc,71670101,2,"Tuesday, October 25, 2011 08:45:10 UTC",39.8293,-120.7162,1.2,1.00,20,"Northern California"
ak,10342559,2,"Tuesday, October 25, 2011 08:31:02 UTC",60.4466,-151.6371,1.9,72.00,21,"Kenai Peninsula, Alaska"
ak,10343518,2,"Tuesday, October 25, 2011 08:27:35 UTC",63.1372,-147.7949,1.3,7.40,10,"Central Alaska"
ci,11025181,0,"Tuesday, October 25, 2011 08:07:21 UTC",33.2397,-116.0430,1.8,12.50,82,"Southern California"
uu,10250801,2,"Tuesday, October 25, 2011 08:01:37 UTC",39.4335,-111.2210,1.7,2.50, 8,"Utah"
ak,10342556,3,"Tuesday, October 25, 2011 07:55:29 UTC",52.1371,-171.7596,3.2,51.00,14,"Fox Islands, Aleutian Islands, Alaska"
pr,11298001,0,"Tuesday, October 25, 2011 06:54:16 UTC",18.2290,-66.7580,2.5,26.00, 9,"Puerto Rico"
us,b0006cqa,3,"Tuesday, October 25, 2011 06:36:19 UTC",38.5916,43.6033,4.2,10.60,22,"eastern Turkey"
ci,11025157,5,"Tuesday, October 25, 2011 06:27:30 UTC",33.7738,-115.8365,1.2,5.50,38,"Southern California"
ak,10342547,2,"Tuesday, October 25, 2011 06:10:12 UTC",51.9597,-171.6978,3.5,41.80,16,"Fox Islands, Aleutian Islands, Alaska"
us,b0006cq1,6,"Tuesday, October 25, 2011 06:07:31 UTC",-11.6725,-14.4384,5.2,10.00,47,"Ascension Island region"
ak,10342546,2,"Tuesday, October 25, 2011 05:42:04 UTC",62.0938,-150.5283,1.7,3.30,19,"Central Alaska"
se,102511a,A,"Tuesday, October 25, 2011 05:38:28 UTC",37.9596,-77.9445,2.0,6.30,12,"Virginia"
ci,11025141,4,"Tuesday, October 25, 2011 05:07:49 UTC",34.3075,-116.9738,1.4,4.50,60,"Southern California"
ak,10342541,2,"Tuesday, October 25, 2011 04:47:15 UTC",61.6932,-150.0172,1.4,31.60,12,"Southern Alaska"
uu,10250427,2,"Tuesday, October 25, 2011 04:27:02 UTC",39.3092,-111.1860,1.1,20.20, 6,"Utah"
nn,00352594,8,"Tuesday, October 25, 2011 04:03:28 UTC",38.1099,-115.7563,2.3,7.20, 6,"Nevada"
ci,11025117,2,"Tuesday, October 25, 2011 03:57:34 UTC",34.2430,-116.8835,1.1,9.80,48,"Southern California"
ak,10342534,2,"Tuesday, October 25, 2011 03:41:18 UTC",61.6933,-151.3273,1.7,75.30,13,"Southern Alaska"
us,b0006cnr,4,"Tuesday, October 25, 2011 03:24:52 UTC",52.1545,-171.8020,5.8,59.20,342,"Fox Islands, Aleutian Islands, Alaska"
nc,71670046,2,"Tuesday, October 25, 2011 03:23:32 UTC",37.0490,-121.8940,1.4,17.30,30,"Northern California"
ak,10342514,2,"Tuesday, October 25, 2011 03:03:48 UTC",61.1184,-146.4822,1.4,17.00,12,"Southern Alaska"
ci,11025085,2,"Tuesday, October 25, 2011 03:02:20 UTC",32.1715,-115.3635,2.0,13.30,16,"Baja California, Mexico"
ak,10342509,2,"Tuesday, October 25, 2011 02:49:17 UTC",63.1571,-151.3659,1.5,6.80,15,"Central Alaska"
ak,10342507,2,"Tuesday, October 25, 2011 02:47:59 UTC",66.3546,-142.2743,2.6,28.70,11,"northern Alaska"
pr,11298003,0,"Tuesday, October 25, 2011 02:38:49 UTC",19.2099,-67.3550,3.1,36.20, 5,"Puerto Rico region"
us,b0006cna,6,"Tuesday, October 25, 2011 02:32:22 UTC",70.8041,-5.3640,5.0,16.60,151,"Jan Mayen Island region"
us,b0006cn1,4,"Tuesday, October 25, 2011 02:23:29 UTC",-29.4079,-175.9643,4.8,39.40,24,"Kermadec Islands region"
uu,10250207,2,"Tuesday, October 25, 2011 02:07:17 UTC",39.4207,-111.2270,1.4,6.40, 7,"Utah"
ak,10342501,2,"Tuesday, October 25, 2011 01:27:13 UTC",60.1869,-152.4600,2.1,89.60,36,"Southern Alaska"
nm,102511c,A,"Tuesday, October 25, 2011 01:26:42 UTC",36.5503,-89.6152,1.4,6.60,10,"southeastern Missouri"
nc,71670016,0,"Tuesday, October 25, 2011 01:16:51 UTC",38.7487,-122.7028,1.0,2.20,11,"Northern California"
us,b0006cll,5,"Tuesday, October 25, 2011 00:32:17 UTC",38.2865,43.2180,4.3,10.00,41,"eastern Turkey"
nc,71669996,3,"Tuesday, October 25, 2011 00:29:05 UTC",37.9245,-121.6050,1.8,0.00,12,"Northern California"
pr,11298000,0,"Tuesday, October 25, 2011 00:19:37 UTC",18.8640,-67.6139,2.9,38.00, 8,"Puerto Rico region"
nm,102511b,A,"Tuesday, October 25, 2011 00:15:24 UTC",36.5473,-89.6163,1.3,7.40,10,"southeastern Missouri"
ci,11025069,2,"Tuesday, October 25, 2011 00:09:07 UTC",32.1560,-115.3733,2.5,10.00,17,"Baja California, Mexico"
ci,11025061,5,"Tuesday, October 25, 2011 00:06:45 UTC",32.2042,-115.3515,3.3,5.60,18,"Baja California, Mexico"
nc,71669981,2,"Monday, October 24, 2011 23:55:22 UTC",37.6980,-119.3398,1.6,15.20,17,"Central California"
us,b0006cl7,5,"Monday, October 24, 2011 23:55:15 UTC",38.4624,43.6197,4.7,7.60,55,"eastern Turkey"
ak,10343363,2,"Monday, October 24, 2011 23:48:24 UTC",61.5750,-149.6054,1.5,31.20,17,"Southern Alaska"
ci,11025029,0,"Monday, October 24, 2011 23:43:04 UTC",33.2405,-116.4198,1.4,6.30,54,"Southern California"
nc,71669971,2,"Monday, October 24, 2011 23:39:42 UTC",37.3978,-121.7505,1.5,6.70,50,"San Francisco Bay area, California"
ci,11025013,3,"Monday, October 24, 2011 23:22:37 UTC",32.9052,-116.2242,1.0,7.10,38,"Southern California"
ci,11025021,2,"Monday, October 24, 2011 23:20:13 UTC",35.0317,-117.6718,2.0,7.00,15,"Southern California"
nc,71669961,1,"Monday, October 24, 2011 23:14:04 UTC",38.8318,-122.8773,1.5,2.70,27,"Northern California"
ak,10341194,2,"Monday, October 24, 2011 23:07:41 UTC",60.8606,-152.4458,1.9,105.00,29,"Southern Alaska"
nc,71669956,2,"Monday, October 24, 2011 23:06:28 UTC",37.4027,-118.4213,1.5,10.40,15,"Central California"
nc,71669946,3,"Monday, October 24, 2011 22:55:10 UTC",38.8332,-122.8778,2.1,2.60,65,"Northern California"
ci,11025005,2,"Monday, October 24, 2011 22:54:29 UTC",32.2425,-115.3725,2.2,10.00,17,"Baja California, Mexico"
nc,71669941,2,"Monday, October 24, 2011 22:51:09 UTC",37.4005,-118.4223,1.5,11.10,18,"Central California"
ak,10341184,2,"Monday, October 24, 2011 22:49:11 UTC",63.5321,-147.9450,1.4,7.30,21,"Central Alaska"
us,b0006cjq,8,"Monday, October 24, 2011 22:41:52 UTC",-25.0323,-68.2350,4.6,96.40,30,"Salta, Argentina"
ci,11024973,0,"Monday, October 24, 2011 22:31:04 UTC",34.2352,-117.4060,1.4,7.80,40,"Greater Los Angeles area, California"
ci,11024965,0,"Monday, October 24, 2011 22:19:52 UTC",33.6640,-116.9305,1.2,16.00,58,"Southern California"
us,b0006ciy,8,"Monday, October 24, 2011 22:13:32 UTC",38.6147,43.1631,4.5,10.00,49,"eastern Turkey"
ci,11024949,0,"Monday, October 24, 2011 22:03:20 UTC",34.0722,-117.3965,1.3,0.10,16,"Greater Los Angeles area, California"
us,b0006cir,3,"Monday, October 24, 2011 21:37:31 UTC",38.5056,141.4028,4.8,72.70,35,"near the east coast of Honshu, Japan"
uu,10242134,2,"Monday, October 24, 2011 21:34:14 UTC",39.4358,-111.2335,1.6,2.90, 7,"Utah"
nc,71669901,1,"Monday, October 24, 2011 21:27:06 UTC",38.8398,-122.8305,1.6,2.60,25,"Northern California"
nc,71669896,2,"Monday, October 24, 2011 21:21:44 UTC",37.5405,-121.8445,1.0,6.00,23,"San Francisco Bay area, California"
ak,10341135,2,"Monday, October 24, 2011 21:15:53 UTC",53.3591,-167.2752,2.4,25.80,14,"Fox Islands, Aleutian Islands, Alaska"
ak,10341120,2,"Monday, October 24, 2011 20:50:52 UTC",63.1831,-150.8524,2.6,131.90,35,"Central Alaska"
uu,10242039,2,"Monday, October 24, 2011 20:39:28 UTC",39.4370,-111.2387,1.6,2.40, 8,"Utah"
nc,71669876,3,"Monday, October 24, 2011 20:38:40 UTC",36.6462,-121.1057,1.7,10.60,43,"Central California"
ak,10343358,2,"Monday, October 24, 2011 20:37:30 UTC",57.8090,-154.3327,2.1,41.40,11,"Kodiak Island region, Alaska"
nc,71669881,2,"Monday, October 24, 2011 20:35:38 UTC",37.2128,-119.7472,2.1,19.60, 8,"Central California"
ak,10341106,2,"Monday, October 24, 2011 19:48:25 UTC",60.6084,-151.8916,1.7,77.90,19,"Kenai Peninsula, Alaska"
nc,71669861,3,"Monday, October 24, 2011 19:44:32 UTC",37.4017,-118.4233,2.1,10.90,41,"Central California"
uu,10241927,2,"Monday, October 24, 2011 19:27:01 UTC",39.4377,-111.2365,1.7,2.70, 9,"Utah"
nn,00352489,8,"Monday, October 24, 2011 19:20:48 UTC",38.8838,-117.8697,1.7,10.30, 6,"Nevada"
nc,71669846,0,"Monday, October 24, 2011 19:05:17 UTC",38.8373,-122.8050,1.0,2.30,18,"Northern California"
uw,10241902,1,"Monday, October 24, 2011 19:02:28 UTC",47.4898,-121.7078,1.7,15.00,22,"Washington"
uu,10241859,2,"Monday, October 24, 2011 18:59:14 UTC",37.4330,-113.1252,1.5,1.80,10,"Utah"
ak,10340948,2,"Monday, October 24, 2011 18:48:30 UTC",63.9412,-148.7528,1.2,0.00,10,"Central Alaska"
ak,10340946,3,"Monday, October 24, 2011 18:41:52 UTC",58.2236,-155.1368,1.3,5.40,10,"Alaska Peninsula"
ci,11024853,0,"Monday, October 24, 2011 18:31:47 UTC",34.3597,-118.4617,1.5,7.40,17,"Greater Los Angeles area, California"
ci,11024845,0,"Monday, October 24, 2011 18:23:05 UTC",35.9658,-117.6592,1.5,4.90,21,"Central California"
ak,10340927,2,"Monday, October 24, 2011 18:08:04 UTC",59.9573,-152.1834,2.1,67.30,29,"Southern Alaska"
ak,10340928,2,"Monday, October 24, 2011 18:04:46 UTC",59.1845,-136.2810,1.5,5.60, 6,"Southeastern Alaska"
ci,11024773,0,"Monday, October 24, 2011 17:44:34 UTC",33.3837,-116.3538,1.1,10.50,31,"Southern California"
nc,71669821,5,"Monday, October 24, 2011 17:42:13 UTC",37.0980,-119.9562,2.2,15.50,12,"Central California"
ci,11024757,4,"Monday, October 24, 2011 17:35:53 UTC",32.2683,-115.3605,2.4,5.70,15,"Baja California, Mexico"
us,b0006c9x,4,"Monday, October 24, 2011 17:34:58 UTC",-31.7881,-179.1302,5.0,99.30,81,"Kermadec Islands region"
ci,11024749,2,"Monday, October 24, 2011 17:31:32 UTC",35.1485,-118.4165,1.5,7.00, 9,"Central California"
ak,10340895,2,"Monday, October 24, 2011 17:18:28 UTC",60.0084,-152.2750,1.8,84.80,21,"Southern Alaska"
pr,11297003,0,"Monday, October 24, 2011 17:07:20 UTC",18.6429,-64.6969,2.8,3.40, 7,"Virgin Islands region"
ci,11024717,6,"Monday, October 24, 2011 17:05:49 UTC",35.9658,-117.6620,1.2,2.70,37,"Central California"
ak,10340887,2,"Monday, October 24, 2011 16:56:41 UTC",59.5040,-152.0874,1.9,68.10,18,"Southern Alaska"
ak,10340879,2,"Monday, October 24, 2011 16:52:56 UTC",62.6715,-151.0653,2.0,93.40,35,"Central Alaska"
us,b0006c9e,5,"Monday, October 24, 2011 16:51:25 UTC",38.7112,43.7106,4.3,7.80,15,"eastern Turkey"
ci,11024693,2,"Monday, October 24, 2011 16:42:42 UTC",33.8062,-117.6168,1.5,5.20,40,"Greater Los Angeles area, California"
us,b0006c8d,4,"Monday, October 24, 2011 16:40:26 UTC",38.7226,43.6442,4.3,15.50,14,"eastern Turkey"
us,2011ska6,3,"Monday, October 24, 2011 16:26:37 UTC",-5.3045,146.8814,4.5,187.80, 9,"eastern New Guinea region, Papua New Guinea"
nc,71669786,3,"Monday, October 24, 2011 16:22:22 UTC",35.9413,-120.0010,1.5,11.10,24,"Central California"
nc,71669776,5,"Monday, October 24, 2011 16:05:35 UTC",38.8168,-122.7798,2.3,2.30,71,"Northern California"
nc,71669771,3,"Monday, October 24, 2011 15:58:43 UTC",40.0462,-122.0030,2.6,16.20,43,"Northern California"
ak,10340852,2,"Monday, October 24, 2011 15:39:50 UTC",61.5456,-146.4828,1.8,13.90,28,"Southern Alaska"
nc,71669761,2,"Monday, October 24, 2011 15:36:15 UTC",37.4035,-118.4212,1.1,10.60,13,"Central California"
ak,10340845,2,"Monday, October 24, 2011 15:31:17 UTC",62.6811,-149.5114,1.5,74.20,22,"Central Alaska"
us,b0006c69,8,"Monday, October 24, 2011 15:28:06 UTC",38.6174,43.1662,4.9,14.20,82,"eastern Turkey"
ak,10340842,2,"Monday, October 24, 2011 15:21:41 UTC",61.6919,-156.1321,2.1,20.00,17,"Southern Alaska"
nc,71669746,3,"Monday, October 24, 2011 15:18:52 UTC",40.5557,-124.2380,1.7,10.50,20,"Northern California"
ak,10343344,2,"Monday, October 24, 2011 15:07:37 UTC",63.9860,-150.2841,1.4,14.30,15,"Central Alaska"
ak,10340837,2,"Monday, October 24, 2011 14:57:12 UTC",59.9677,-140.7585,1.8,0.00,21,"Southeastern Alaska"
uu,10241441,2,"Monday, October 24, 2011 14:41:31 UTC",39.4405,-111.2172,1.3,7.00, 5,"Utah"
ak,10340836,3,"Monday, October 24, 2011 14:26:23 UTC",51.0120,-179.5008,2.9,46.90,12,"Andreanof Islands, Aleutian Islands, Alaska"
pr,11297004,0,"Monday, October 24, 2011 14:10:26 UTC",19.1809,-67.4039,2.8,64.70, 4,"Puerto Rico region"
ci,11024637,2,"Monday, October 24, 2011 13:25:43 UTC",35.2005,-120.2970,2.4,0.50,38,"Central California"
nc,71669691,1,"Monday, October 24, 2011 13:14:41 UTC",38.8098,-122.7912,1.6,3.00,26,"Northern California"
us,b0006c4j,5,"Monday, October 24, 2011 13:07:56 UTC",38.7892,43.6334,4.3,4.50,25,"eastern Turkey"
nc,71669676,0,"Monday, October 24, 2011 12:35:16 UTC",38.8278,-122.8543,1.0,2.20,20,"Northern California"
ak,10340823,2,"Monday, October 24, 2011 12:32:22 UTC",60.0796,-152.0679,1.6,82.30,15,"Southern Alaska"
ak,10343340,2,"Monday, October 24, 2011 12:21:10 UTC",60.1861,-152.9905,2.0,123.00,28,"Southern Alaska"
nc,71669666,2,"Monday, October 24, 2011 12:10:35 UTC",38.0960,-118.8845,1.5,6.60,20,"Central California"
ak,10340818,2,"Monday, October 24, 2011 11:54:42 UTC",60.2145,-141.0906,1.1,11.90,16,"Southern Alaska"
us,b0006c3y,7,"Monday, October 24, 2011 11:49:58 UTC",-29.7732,-176.2797,4.9,36.20,91,"Kermadec Islands region"
nn,00352395,8,"Monday, October 24, 2011 11:09:28 UTC",36.5583,-116.1525,1.3,4.60,17,"Nevada"
ak,10340812,2,"Monday, October 24, 2011 11:09:01 UTC",61.2643,-146.7792,1.5,20.30,24,"Southern Alaska"
nc,71669631,3,"Monday, October 24, 2011 11:05:22 UTC",37.3593,-120.0273,2.0,20.60,17,"Central California"
ak,10340811,2,"Monday, October 24, 2011 10:52:53 UTC",60.1433,-141.5929,1.0,0.00, 7,"Southern Alaska"
us,b0006c3j,5,"Monday, October 24, 2011 10:30:20 UTC",38.5798,43.5661,4.4,17.40,31,"eastern Turkey"
pr,11297002,0,"Monday, October 24, 2011 10:24:39 UTC",19.2420,-67.0350,3.1,45.40,11,"Puerto Rico region"
nc,71669616,0,"Monday, October 24, 2011 10:17:29 UTC",38.8010,-122.8115,1.2,3.20,19,"Northern California"
us,b0006c3e,8,"Monday, October 24, 2011 10:17:01 UTC",16.3329,-99.1655,4.1,14.10,66,"offshore Guerrero, Mexico"
hv,60278011,1,"Monday, October 24, 2011 09:41:20 UTC",19.8852,-155.5417,2.5,17.00,26,"Island of Hawaii, Hawaii"
nc,71669596,3,"Monday, October 24, 2011 09:30:52 UTC",37.5373,-118.8638,2.1,8.80,46,"Central California"
ak,10340798,2,"Monday, October 24, 2011 09:13:24 UTC",62.8384,-150.8743,1.7,92.50,22,"Central Alaska"
uw,10240906,1,"Monday, October 24, 2011 09:06:54 UTC",47.6101,-121.7996,1.7,9.10,22,"Washington"
us,b0006c2l,8,"Monday, October 24, 2011 08:49:20 UTC",38.5290,43.5479,4.8,6.70,50,"eastern Turkey"
ak,10340784,2,"Monday, October 24, 2011 08:46:22 UTC",60.1280,-153.5427,2.6,154.60,55,"Southern Alaska"
nc,71669581,0,"Monday, October 24, 2011 08:44:11 UTC",38.8095,-122.7995,1.1,2.30,24,"Northern California"
ci,11024589,2,"Monday, October 24, 2011 08:31:26 UTC",34.0768,-117.5232,1.2,15.80,41,"Greater Los Angeles area, California"
ak,10343329,2,"Monday, October 24, 2011 08:29:31 UTC",60.0718,-152.9517,1.8,111.10,20,"Southern Alaska"
us,b0006c2a,6,"Monday, October 24, 2011 08:28:27 UTC",38.6252,43.5135,4.7,6.30,39,"eastern Turkey"
ak,10343328,2,"Monday, October 24, 2011 08:27:56 UTC",58.2706,-155.7515,2.1,144.40,12,"Alaska Peninsula"
us,b0006c23,5,"Monday, October 24, 2011 08:12:13 UTC",38.6199,43.6664,4.5,10.00,34,"eastern Turkey"
nc,71669556,5,"Monday, October 24, 2011 08:11:41 UTC",38.1893,-119.1458,1.7,6.80,50,"Central California"
ci,11024565,2,"Monday, October 24, 2011 08:07:30 UTC",33.6348,-116.6942,1.1,14.80,58,"Southern California"
uw,10240757,1,"Monday, October 24, 2011 07:57:30 UTC",48.5096,-122.5650,1.5,18.40,18,"San Juan Islands region, Washington"
ci,11024533,2,"Monday, October 24, 2011 07:50:29 UTC",33.6405,-116.6918,1.1,15.00,50,"Southern California"
nc,71669541,2,"Monday, October 24, 2011 07:40:17 UTC",40.0583,-120.0678,1.3,10.50,15,"Northern California"
pr,11297001,0,"Monday, October 24, 2011 07:15:27 UTC",17.9969,-67.0429,2.2,14.50, 6,"Puerto Rico"
nc,71669526,3,"Monday, October 24, 2011 07:13:50 UTC",37.2742,-119.9303,1.1,0.00, 6,"Central California"
ak,10340759,2,"Monday, October 24, 2011 07:10:16 UTC",61.9443,-149.5767,1.5,35.00,26,"Southern Alaska"
nc,71669521,3,"Monday, October 24, 2011 07:09:55 UTC",39.2997,-122.8055,1.4,4.10,13,"Northern California"
us,b0006c1m,C,"Monday, October 24, 2011 06:44:57 UTC",38.7430,43.3450,4.4,5.40, 0,"eastern Turkey"
ak,10340751,2,"Monday, October 24, 2011 06:23:34 UTC",60.1665,-140.7891,1.3,5.70,18,"Southern Yukon Territory, Canada"
